No.,채널,날짜,작성자,제목,URL,세대
148,레몬테라스,20211027,따따**,"아파트에서 지정된 식기세척기 자리가(가스렌지 하단) 있는데요@@ 
개수대 바로 옆이 아니...",https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28412192&referrerAllArticles=false,3040대
149,행복한 강릉맘,20211027,아이****,식기세척기가 없기도하고 소량의 설겆이라 고무장갑으로 세제묻혀 쓱싹 그릇을 닦습니다만 씻어말...,https://cafe.naver.com/ArticleRead.nhn?clubid=14065480&userDisplay=50&boardtype=L&articleid=897561&referrerAllArticles=false,3040대
150,울산맘 모여라,20211027,은영*****,"이번에 구입하려고하는데 장이 작아서 안들어가요ㅜㅜ 
이럴때는 어떻게 해야하나요?? 
장...",https://cafe.naver.com/ArticleRead.nhn?clubid=19611711&userDisplay=50&boardtype=L&articleid=2579463&referrerAllArticles=false,3040대
151,맘스홀릭 베이비,20211027,오드***,"코로나로 유축기 대여가 불안하다는 친정엄마 말씀에 
유축기 구입하기로 맘먹고 여기 카페 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57974980&referrerAllArticles=false,3040대
152,맘스홀릭 베이비,20211027,찐옥**,"식기세척기용 젖병세제 어떤거 사용하시나요? 
저는 블랑101 타블렛타입 사용하고 있는데 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57974965&referrerAllArticles=false,3040대
153,붇옹산의 부동산스터디,20211027,장수****,"분양받은 아파트인데, 사정상 2년 실거주 후에 매매나 전세를 놓아야할 것 같습니다. 
에...",https://cafe.naver.com/ArticleRead.nhn?clubid=12730407&userDisplay=50&boardtype=L&articleid=3297407&referrerAllArticles=false,3040대
154,시크릿레시피,20211027,경수**,"식세기 설치하고 떼어낸 장을 보관하다 부피가 너무 커서 버리려고 생각중인데 
문만 떼어서...",https://cafe.naver.com/ArticleRead.nhn?clubid=28068163&userDisplay=50&boardtype=L&articleid=885740&referrerAllArticles=false,3040대
155,동탄맘들 모여라,20211027,민엔*,"정말 하루종일 설겆이..얼집식판두개씩 나오고 젖병에ㅜ 
식기세척기 놓고싶은데 어느부분에 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=12905973&userDisplay=50&boardtype=L&articleid=5502775&referrerAllArticles=false,3040대
156,너나들이검단맘,20211027,레오*****,새아파트에 바로 입주를 못해서 1년 월세를 줘야하는데 세입자가 식기세척기를 설치하고 사용하...,https://cafe.naver.com/ArticleRead.nhn?clubid=18427579&userDisplay=50&boardtype=L&articleid=1442343&referrerAllArticles=false,3040대
157,셀프인테리어 마이홈,20211027,용용***,"싱크대를 새로 인테리어 하지 않으면 
무조건 걸레받이 절단인가요? 
운이좋아 사이즈 맞...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=630182&referrerAllArticles=false,3040대
158,구미맘수다방,20211027,복덩*******,"이사관계로 식기세척기 이전설치 하려는데요. 
이전설치 하고나서 소음이 조금 심해진다거나 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=23604018&userDisplay=50&boardtype=L&articleid=5370703&referrerAllArticles=false,3040대
159,미사맘스 클럽,20211027,아인*,"늦게 아신분들 득템하셔요 ㅎㅎ 
? 
방하나를 침대로 꽉채워놔서 청소 멘붕이었는데 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=23878361&userDisplay=50&boardtype=L&articleid=566414&referrerAllArticles=false,3040대
160,동탄맘들 모여라,20211027,동탄**,저희집만 없는 것 같아요ㅠ,https://cafe.naver.com/ArticleRead.nhn?clubid=12905973&userDisplay=50&boardtype=L&articleid=5502606&referrerAllArticles=false,3040대
161,셀프인테리어 마이홈,20211027,셀인****,"이전글 
https://cafe.naver.com/overseer/623393 
 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=630039&referrerAllArticles=false,3040대
162,오창맘모여라,20211027,후니*********,"식세기를 밀레쪽알아봤는데 
모아3 사진과같이 봐주세요 ~ 
이방법밖에읍는지 저번한 한분...",https://cafe.naver.com/ArticleRead.nhn?clubid=12168089&userDisplay=50&boardtype=L&articleid=1549838&referrerAllArticles=false,3040대
163,뽐뿌 3,20211027,,회사 근처라 그런지 입주민들이 애도 없고 층간소음도 없고 밤에 화장실 소리 정도만 들려서 ...,https://www.ppomppu.co.kr/zboard/view.php?id=f7080&divpage=4&no=127482,3040대
164,맘스홀릭 베이비,20211027,스프******,"다음주에 계약인데 고민이네요. 
? 
시스템 에어컨은 5대 다 하려고 하는데... 
...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57967941&referrerAllArticles=false,3040대
165,임출카페(Daum),20211027,,"식기세척기는 주방에 설치했는데 
주방에서도 하수구 냄새가 나네요 
안나던 냄샌데.,.....",http://cafe.daum.net/_c21_/bbs_search_read?grpid=ut&fldid=37oa&datanum=2986972,3040대
166,네이트 판2,20211027,,"안녕하세요 결혼 2년차 가정주부입니다
생후 8개월 된 남아 키우는 여자입니다 
남편이 ...",https://pann.nate.com/talk/363297432,3040대
167,셀프인테리어 마이홈,20211026,바쁜**,"턴키 올수리 예정입니다 
? 
현재 이 모델 블랙 식기세척기 씁니다 
블랙 판넬은.제...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=629880&referrerAllArticles=false,3040대
168,강봉원_강북도봉노원,20211026,해솔**,"핫딜할때 저렴한 식기세척기를 구매했어요 
사용하기 귀찮다는 분도계시고, 좋다는 분도 계시...",https://cafe.naver.com/ArticleRead.nhn?clubid=25805808&userDisplay=50&boardtype=L&articleid=536159&referrerAllArticles=false,3040대
169,양주시초보맘,20211026,미싱*****,"남편이 뜬금없이? 식기 세척기 사준다고 해서 
이때아니면 못 얻을까봐 남편이 추진할때 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=12688726&userDisplay=50&boardtype=L&articleid=772294&referrerAllArticles=false,3040대
170,붇옹산의 부동산스터디,20211026,곰태*,"제 명의로 현재 자가(투과지역 20평대 아파트) 등기쳐서 실거주 중이고 
배우자 명의로 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=12730407&userDisplay=50&boardtype=L&articleid=3295912&referrerAllArticles=false,3040대
171,대전세종맘스베이비,20211026,읍내**,"식기세척기 산다는 명목하에 시작된 주방 리모델링^^ 
배보다 배꼽이 더 커진 이 사태 ㅋ...",https://cafe.naver.com/ArticleRead.nhn?clubid=18376548&userDisplay=50&boardtype=L&articleid=4181839&referrerAllArticles=false,3040대
172,안성평택엄마들의모임,20211026,다미*,식세기에 세제만(프로쉬-린스겸용)넣고 사용하니 뭔가 냄새가 나서 린스통에 식초넣으면 냄새안...,https://cafe.naver.com/ArticleRead.nhn?clubid=20091703&userDisplay=50&boardtype=L&articleid=1727507&referrerAllArticles=false,3040대
173,클리앙,20211026,nu******,"저 사는 동이 평수가 크기는 합니다. 
58평형이거든요. 집 자랑은 아니에요.... 3대...",https://m.clien.net/service/board/park/16630798,3040대
174,오행공(오산맘),20211026,헬주*,"고장났거나 버려야하는 식세기 
저한테 저렴하게 팔아주실 분 구합니다!",https://cafe.naver.com/ArticleRead.nhn?clubid=24621251&userDisplay=50&boardtype=L&articleid=1411436&referrerAllArticles=false,3040대
175,동탄맘들?모여라3,20211026,도진**,"고장났거나 버릴거 아니면 필요없는 식세기 구합니다 
? 
저렴하게 저에게 버려주실 분 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=12905973&userDisplay=50&boardtype=L&articleid=5502291&referrerAllArticles=false,3040대
176,서초엄마들의 모임,20211026,크림*,"에어컨 분해청소에 이은 
세탁기 분해청소.... 
? 
? 
그냥 안보면 편하게 살...",https://cafe.naver.com/ArticleRead.nhn?clubid=18350023&userDisplay=50&boardtype=L&articleid=716810&referrerAllArticles=false,3040대
177,너나들이검단맘,20211026,땡글****,"고장난것도 상관없구요 
작은 사이즈일수록 좋긴하답니다 
식세기 보상판매용 구해봅니다 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=18427579&userDisplay=50&boardtype=L&articleid=1442157&referrerAllArticles=false,3040대
178,수원맘 모여라,20211026,베짱***,"큰조카가 내년에 서른인데 결혼을 하네요.. 
유치원 가기 싫다고 울면서 가는 모습이 눈에...",https://cafe.naver.com/ArticleRead.nhn?clubid=13276223&userDisplay=50&boardtype=L&articleid=6813217&referrerAllArticles=false,3040대
179,텐인텐2,20211026,익명***,"냉장고 문짝 분리해서 이사한후 
문짝조립할때,가전제품회사에 연락해서 조립하기도 하나요?(...",http://cafe.daum.net/_c21_/bbs_search_read?grpid=1yKm&fldid=1pRl&datanum=1305244,3040대
180,일산아지매,20211026,,무료 23년 동안 사용 안 한 식기세척기가 있는데 이거 혹시 수거해 할 가전업체 없을까요?...,https://cafe.naver.com/ArticleRead.nhn?clubid=12448054&userDisplay=50&boardtype=L&articleid=5132856&referrerAllArticles=false,3040대
181,클리앙,20211026,파키***,"1. 냉장고 
2. 세탁기 
3. 컴퓨터 
4. 핸드폰 
5. TV 
6. 자동차...",https://m.clien.net/service/board/park/16630134,3040대
182,레몬테라스5,20211026,디링**,주방의 형태는 다양하지만 최근들어 가장 인기있는 스타일을 찾으라고 하면 단연 빌트인주방인것...,https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28408609&referrerAllArticles=false,3040대
183,인천맘의 아띠아모,20211026,아랑**,"3대 이모님중 막내가 오셨답니다~ ㅎㅎ 
1번 건조기, 2번 식기세척기, 3번 로봇청소기...",https://cafe.naver.com/ArticleRead.nhn?clubid=22897837&userDisplay=50&boardtype=L&articleid=5398680&referrerAllArticles=false,3040대
184,MLB파크,20211026,와라***,"남자친구, 저 둘다 불펜함 
결혼생각 없지만 결혼하면 가사일 너무 싫다고 누누이 말함 ...",http://mlbpark.donga.com/mp/b.php?id=202110260061749012&p=751&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
185,레몬테라스,20211026,,"? 
 
 
혹시아니는분 계실까요?",https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28408271&referrerAllArticles=false,3040대
186,셀프인테리어 마이홈,20211026,아트*,"안녕하세요? 
턴키 인테리어 중에 밀레 식세기 G7314 SCI (세미빌트인/오토도스 기...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=629462&referrerAllArticles=false,3040대
187,뽐뿌 2,20211026,,"안녕하세요  
저는 꽃집을 이번해 3월부터 하고 있는데요  
2021.10월7일 위층 ...",https://www.ppomppu.co.kr/zboard/view.php?id=soho&divpage=1&no=24400,3040대
188,셀프인테리어 마이홈,20211026,감자****,"식기세척기 사려고 밀레랑 알아보다 키친에이드를 알게되었네요 
키친에이드 보니 디자인이고 ...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=629445&referrerAllArticles=false,3040대
189,전주 전북 알뜰맘,20211026,아싸*******,주 2회 정기적으로 사용하고 토요일에 한달에 2번 정도 이용할 생각이며 주2회하다가 3회로...,https://cafe.naver.com/ArticleRead.nhn?clubid=19012070&userDisplay=50&boardtype=L&articleid=4296611&referrerAllArticles=false,3040대
190,파주운정맘,20211026,봄이***,"식기세척기를 처음 설치하는거라 
위치를 어디로 하는게 좋을지 모르겠어요ㅎ 
1번이나2번...",https://cafe.naver.com/ArticleRead.nhn?clubid=12165814&userDisplay=50&boardtype=L&articleid=1737994&referrerAllArticles=false,3040대
191,셀프인테리어 마이홈,20211026,예쁜*,"식기세척기를 미리 결재해 놓고, 
? 
턴키업체에 식기세척기 사이즈를 알려드리면 되나요...",https://cafe.naver.com/ArticleRead.nhn?clubid=23700418&userDisplay=50&boardtype=L&articleid=629386&referrerAllArticles=false,3040대
192,MLB파크,20211026,테헤*,"독박가사에 가스라이팅 당한 형님들 많이 계시던데
현직 남자 주부로서, 집안일 그냥 껌입니...",http://mlbpark.donga.com/mp/b.php?id=202110260061743453&p=931&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
193,파주운정맘,20211026,쏘쏘****,"어느쪽 많이 사용하세요? 
? 
오늘 실측하고 가셨는데 
실측하시는 분이 그릇을 보통...",https://cafe.naver.com/ArticleRead.nhn?clubid=12165814&userDisplay=50&boardtype=L&articleid=1737979&referrerAllArticles=false,3040대
194,MLB파크,20211026,교강*,"식기, 수저, 주걱에 말라붙어있는 딱딱한 밥풀.??
찌개 끓이다 냄비 벽에 가득 낀 말라...",http://mlbpark.donga.com/mp/b.php?id=202110260061742703&p=1111&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
195,MLB파크,20211026,메지****,"이유, 가격, 제품이름 등등 묻지도 따지지도 말고 그냥 번호로 답해 주시면 고맙겠습니다. ...",http://mlbpark.donga.com/mp/b.php?id=202110260061742082&p=1321&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
196,레몬테라스,20211026,나나*,"안주다가 고집부리니 한번 쥐어줘보면 그때 꼭 유리컵을 던지네요. 
이참에 안깨지면서 식기...",https://cafe.naver.com/ArticleRead.nhn?clubid=10298136&userDisplay=50&boardtype=L&articleid=28407669&referrerAllArticles=false,3040대
197,MLB파크,20211026,굿럭**,총 부대원이 14명에 간부2 취사병 하나였는데 선임취사병 전역하고 후임이 하도 안들어와서 ...,http://mlbpark.donga.com/mp/b.php?id=202110260061741593&p=1411&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
198,MLB파크,20211026,LG***,"육아는 별개 입니다.
제가 해본적이 없어서요
저도 동거한지 1년 넘게
가사분담 하고 ...",http://mlbpark.donga.com/mp/b.php?id=202110260061741236&p=1501&b=bullpen&m=view&select=&query=&user=&site=donga.com,3040대
199,맘스홀릭 베이비,20211026,파라***,"아기가 아직 많이 어려요. 이제 22개월이네요~ 
두돌 안됬지만 그래도 말도 잘하고 요즘...",https://cafe.naver.com/ArticleRead.nhn?clubid=10094499&userDisplay=50&boardtype=L&articleid=57957706&referrerAllArticles=false,3040대
200,임출카페(Daum),20211026,,"식기세척기 처음에 사고 너무 좋다 이랬는데
이제는 테트리스 하듯이 그릇 잘 넣는게 왤케 ...",http://cafe.daum.net/_c21_/bbs_search_read?grpid=ut&fldid=37oa&datanum=2986562,3040대
201,임출카페(Daum),20211026,,몰아놨다가 저녁에 한번에 돌리는데 늘 그릇이 넘쳐나서요... 그릇은 나무 플라스틱 빼고 다...,http://cafe.daum.net/_c21_/bbs_search_read?grpid=ut&fldid=37oa&datanum=2986555,3040대
202,사과나무 맘스홀릭,20211026,온유**,"식기세척기 구입했는데 
이번주에 배송오거든요 
바로 사용해보고 싶어서 
세제를 구입하...",https://cafe.naver.com/ArticleRead.nhn?clubid=21451316&userDisplay=50&boardtype=L&articleid=727934&referrerAllArticles=false,3040대
203,클리앙,20211026,영어******,"와이프가 그렇게 원하던 회사에 입사를 해서 너무 좋지만~ 
? 
한편으로 고민거리가 많...",https://m.clien.net/service/board/park/16629096,3040대
204,클리앙,20211026,Mi*********,"얼마 전에 단톡방에서 누가 
? 
“작년에 치질수술 받은 게 인생에서 가장 잘한 일이다...",https://m.clien.net/service/board/park/16629049,3040대
